modelName,chipPath,trueLabel,predLabel,confidence,prob_crazing,prob_inclusion,prob_patches,prob_pitted_surface,prob_rolled-in_scale,prob_scratches
resnet18,/Users/admin/surface-defect-train/results/chips/validation/crazing/crazing_241_bb00.png,crazing,crazing,0.9985692501068115,0.9985692501068115,0.0005014881608076394,0.0004324503825046122,0.00024149238015525043,0.0002270587137900293,2.8232954718987457e-05
resnet18,/Users/admin/surface-defect-train/results/chips/validation/crazing/crazing_241_bb01.png,crazing,crazing,0.9994064569473267,0.9994064569473267,0.0001761769672157243,0.00035610521445050836,4.915018143947236e-05,8.733932190807536e-06,3.4599893297126982e-06
resnet18,/Users/admin/surface-defect-train/results/chips/validation/crazing/crazing_241_bb02.png,crazing,crazing,0.9824656248092651,0.9824656248092651,0.0025923096109181643,0.003677288768813014,0.010895363055169582,0.0002905951114371419,7.879244367359206e-05
resnet18,/Users/admin/surface-defect-train/results/chips/validation/crazing/crazing_242_bb00.png,crazing,crazing,0.9953373670578003,0.9953373670578003,0.001149398973211646,0.0003257729986216873,0.0013733258238062263,0.0015649149427190423,0.0002491300692781806
resnet18,/Users/admin/surface-defect-train/results/chips/validation/crazing/crazing_242_bb01.png,crazing,crazing,0.9987404942512512,0.9987404942512512,0.0003743002307601273,0.0007273186929523945,0.00013167715223971754,1.8368200471741147e-05,7.871683010307606e-06
resnet18,/Users/admin/surface-defect-train/results/chips/validation/crazing/crazing_242_bb02.png,crazing,crazing,0.997923731803894,0.997923731803894,0.0006426789332181215,0.0003413190133869648,0.0005276967422105372,0.00045127084013074636,0.00011330614506732672
resnet18,/Users/admin/surface-defect-train/results/chips/validation/crazing/crazing_243_bb00.png,crazing,crazing,0.9986574649810791,0.9986574649810791,0.0005354530876502395,0.0005421438836492598,0.00014493081835098565,0.00010121015657205135,1.8779326637741178e-05
resnet18,/Users/admin/surface-defect-train/results/chips/validation/crazing/crazing_243_bb01.png,crazing,crazing,0.9992361068725586,0.9992361068725586,0.00034679617965593934,8.894850907381624e-05,0.00020595903333742172,0.00010355647827964276,1.864517071226146e-05
resnet18,/Users/admin/surface-defect-train/results/chips/validation/crazing/crazing_243_bb02.png,crazing,crazing,0.9978177547454834,0.9978177547454834,0.0005838139331899583,0.00021238536282908171,0.00046580159687437117,0.0008696176228113472,5.059163595433347e-05
resnet18,/Users/admin/surface-defect-train/results/chips/validation/crazing/crazing_243_bb03.png,crazing,crazing,0.9957128763198853,0.9957128763198853,0.0017644912004470825,0.0009832469513639808,0.0007035525050014257,0.0003682119713630527,0.00046765265869908035
resnet18,/Users/admin/surface-defect-train/results/chips/validation/crazing/crazing_244_bb00.png,crazing,crazing,0.9976118803024292,0.9976118803024292,0.0005913022323511541,0.00016250293992925435,0.0011428893776610494,0.00042501144343987107,6.648113776464015e-05
resnet18,/Users/admin/surface-defect-train/results/chips/validation/crazing/crazing_244_bb01.png,crazing,crazing,0.9995443224906921,0.9995443224906921,0.0002930604387074709,3.422133522690274e-05,8.023923874134198e-05,1.878412331279833e-05,2.9321292458917014e-05
resnet18,/Users/admin/surface-defect-train/results/chips/validation/crazing/crazing_244_bb02.png,crazing,crazing,0.9959443211555481,0.9959443211555481,0.0007579935481771827,8.389419235754758e-05,0.0016749229980632663,0.0014077718369662762,0.00013108280836604536
resnet18,/Users/admin/surface-defect-train/results/chips/validation/crazing/crazing_245_bb00.png,crazing,crazing,0.9998494386672974,0.9998494386672974,4.4762105972040445e-05,8.459915989078581e-05,1.2478316421038471e-05,8.166227416950278e-06,4.267565714144439e-07
resnet18,/Users/admin/surface-defect-train/results/chips/validation/crazing/crazing_245_bb01.png,crazing,crazing,0.9984415173530579,0.9984415173530579,0.0005701382760889828,0.0004477751790545881,0.0004068707930855453,4.5153399696573615e-05,8.859504305291921e-05
resnet18,/Users/admin/surface-defect-train/results/chips/validation/crazing/crazing_246_bb00.png,crazing,crazing,0.9974326491355896,0.9974326491355896,0.0010486457031220198,0.00013663664867635816,0.0007285707979463041,0.00047210551565513015,0.00018134660786017776
resnet18,/Users/admin/surface-defect-train/results/chips/validation/crazing/crazing_246_bb01.png,crazing,crazing,0.9988119602203369,0.9988119602203369,0.0005473449709825218,0.0005328358383849263,6.555230356752872e-05,2.3265420168172568e-05,1.9095974494121037e-05
