chip_path,true_label,pred_label,confidence,prob_crazing,prob_inclusion,prob_patches,prob_pitted_surface,prob_rolled-in_scale,prob_scratches
/Users/christopherbrantner/local/work/projects/toyVisionModel/outputs/chips/validation/crazing/crazing_241_bb00.png,crazing,crazing,0.9990530610084534,0.9990530610084534,0.000395354931242764,0.0005365004763007164,1.6129531559272436e-06,1.803850068426982e-06,1.1635702321655117e-05
/Users/christopherbrantner/local/work/projects/toyVisionModel/outputs/chips/validation/crazing/crazing_241_bb01.png,crazing,crazing,0.9996180534362793,0.9996180534362793,6.188558472786099e-05,0.000319634098559618,5.9250620410011834e-08,6.449430856036997e-08,2.2672961108582967e-07
/Users/christopherbrantner/local/work/projects/toyVisionModel/outputs/chips/validation/crazing/crazing_241_bb02.png,crazing,crazing,0.998829185962677,0.998829185962677,0.0005646536592394114,0.00043597407056950033,0.0001361264439765364,2.3055086785461754e-05,1.086835254682228e-05
/Users/christopherbrantner/local/work/projects/toyVisionModel/outputs/chips/validation/crazing/crazing_242_bb00.png,crazing,crazing,0.9930559992790222,0.9930559992790222,0.00466763274744153,0.0006540017202496529,5.630249870591797e-05,3.553711576387286e-05,0.0015304642729461193
/Users/christopherbrantner/local/work/projects/toyVisionModel/outputs/chips/validation/crazing/crazing_242_bb01.png,crazing,crazing,0.9997405409812927,0.9997405409812927,6.292620673775673e-05,0.00019564430112950504,3.621237283368828e-07,2.0172701908904855e-07,2.756040373697033e-07
/Users/christopherbrantner/local/work/projects/toyVisionModel/outputs/chips/validation/crazing/crazing_242_bb02.png,crazing,crazing,0.9993391633033752,0.9993391633033752,0.0003710382734425366,0.0002694595023058355,4.308180450607324e-06,4.9461414164397866e-06,1.104882812796859e-05
/Users/christopherbrantner/local/work/projects/toyVisionModel/outputs/chips/validation/crazing/crazing_243_bb00.png,crazing,crazing,0.9982619881629944,0.9982619881629944,0.000616147299297154,0.0011002800893038511,1.7032987216225592e-06,1.7533211575937457e-06,1.8126360373571515e-05
/Users/christopherbrantner/local/work/projects/toyVisionModel/outputs/chips/validation/crazing/crazing_243_bb01.png,crazing,crazing,0.999798595905304,0.999798595905304,9.164120274363086e-05,0.00010859956819331273,1.9407259799208987e-07,2.786722461678437e-07,7.66844721056259e-07
/Users/christopherbrantner/local/work/projects/toyVisionModel/outputs/chips/validation/crazing/crazing_243_bb02.png,crazing,crazing,0.999413013458252,0.999413013458252,0.00021437735995277762,0.0003518963640090078,9.219828825735021e-06,8.20125569589436e-06,3.2563748391112313e-06
/Users/christopherbrantner/local/work/projects/toyVisionModel/outputs/chips/validation/crazing/crazing_243_bb03.png,crazing,crazing,0.991985559463501,0.991985559463501,0.004066199529916048,0.0029999036341905594,2.6951063773594797e-05,1.585681820870377e-05,0.0009055706323124468
/Users/christopherbrantner/local/work/projects/toyVisionModel/outputs/chips/validation/crazing/crazing_244_bb00.png,crazing,crazing,0.9988616704940796,0.9988616704940796,0.0009393504587933421,0.0001114205369958654,2.169140861951746e-05,1.6614891137578525e-05,4.922430889564566e-05
/Users/christopherbrantner/local/work/projects/toyVisionModel/outputs/chips/validation/crazing/crazing_244_bb01.png,crazing,crazing,0.9997836947441101,0.9997836947441101,0.0001399937755195424,7.323925819946453e-05,1.6325688534379879e-07,2.9431225812004413e-07,2.6023731152235996e-06
/Users/christopherbrantner/local/work/projects/toyVisionModel/outputs/chips/validation/crazing/crazing_244_bb02.png,crazing,crazing,0.9984310269355774,0.9984310269355774,0.0012039110297337174,0.00020082182891201228,3.973734055762179e-05,3.4792788937920704e-05,8.970624185167253e-05
/Users/christopherbrantner/local/work/projects/toyVisionModel/outputs/chips/validation/crazing/crazing_245_bb00.png,crazing,crazing,0.9999595880508423,0.9999595880508423,8.903925845515914e-06,3.1440973543794826e-05,2.6999366298241512e-08,5.0355996705775397e-08,9.71631486379465e-09
/Users/christopherbrantner/local/work/projects/toyVisionModel/outputs/chips/validation/crazing/crazing_245_bb01.png,crazing,crazing,0.9981178045272827,0.9981178045272827,0.001320613082498312,0.00028154317988082767,0.00014383590314537287,1.791883187252097e-05,0.00011827173148049042
/Users/christopherbrantner/local/work/projects/toyVisionModel/outputs/chips/validation/crazing/crazing_246_bb00.png,crazing,crazing,0.9959388971328735,0.9959388971328735,0.0027160425670444965,0.0007361111347563565,4.430207991390489e-05,3.76822536054533e-05,0.0005270167021080852
/Users/christopherbrantner/local/work/projects/toyVisionModel/outputs/chips/validation/crazing/crazing_246_bb01.png,crazing,crazing,0.9987732768058777,0.9987732768058777,0.0005412374739535153,0.0006665861001238227,5.702958105757716e-07,7.01311364537105e-07,1.751493437041063e-05
/Users/christopherbrantner/local/work/projects/toyVisionModel/outputs/chips/validation/crazing/crazing_246_bb02.png,crazing,crazing,0.9852088689804077,0.9852088689804077,0.007444001734256744,0.0007440548506565392,3.9918519178172573e-05,5.2882791351294145e-05,0.006510335952043533
/Users/christopherbrantner/local/work/projects/toyVisionModel/outputs/chips/validation/crazing/crazing_246_bb03.png,crazing,crazing,0.9955588579177856,0.9955588579177856,0.0029782457277178764,0.000460644718259573,0.00017391952860634774,7.657784590264782e-05,0.000751794723328203
/Users/christopherbrantner/local/work/projects/toyVisionModel/outputs/chips/validation/crazing/crazing_247_bb00.png,crazing,crazing,0.9995853304862976,0.9995853304862976,0.00013937205949332565,0.00027316546766087413,1.1748021933044583e-07,3.2960241469481844e-07,1.7410943655704614e-06
/Users/christopherbrantner/local/work/projects/toyVisionModel/outputs/chips/validation/crazing/crazing_247_bb01.png,crazing,crazing,0.9985211491584778,0.9985211491584778,0.00029715639539062977,0.001168589573353529,6.541878065036144e-06,2.6268889996572398e-06,4.0059094317257404e-06
/Users/christopherbrantner/local/work/projects/toyVisionModel/outputs/chips/validation/crazing/crazing_247_bb02.png,crazing,crazing,0.9993639588356018,0.9993639588356018,0.0002863284316845238,0.00033363825059495866,5.405225692811655e-06,4.7074408939806744e-06,5.8577561503625475e-06
/Users/christopherbrantner/local/work/projects/toyVisionModel/outputs/chips/validation/crazing/crazing_248_bb00.png,crazing,crazing,0.9997902512550354,0.9997902512550354,8.949155744630843e-05,0.00011690703831845894,1.456691961720935e-06,9.627851795812603e-07,9.004965590975189e-07
/Users/christopherbrantner/local/work/projects/toyVisionModel/outputs/chips/validation/crazing/crazing_248_bb01.png,crazing,crazing,0.999405026435852,0.999405026435852,0.0001335359556833282,0.0004595406062435359,3.788947111615926e-08,1.5611152548444807e-07,1.8095122413797071e-06
/Users/christopherbrantner/local/work/projects/toyVisionModel/outputs/chips/validation/crazing/crazing_248_bb02.png,crazing,crazing,0.9996488094329834,0.9996488094329834,0.0002753067819867283,6.708635919494554e-05,6.66878690935846e-07,1.0388130249339156e-06,7.019793429208221e-06
/Users/christopherbrantner/local/work/projects/toyVisionModel/outputs/chips/validation/crazing/crazing_249_bb00.png,crazing,crazing,0.9964141249656677,0.9964141249656677,0.0016260320553556085,0.0018237234326079488,9.462623893341515e-06,4.492626885621576e-06,0.00012215912283863872
